ali	birand	ve	daha
birand	ve	daha	çok
ve	daha	çok	sayıda
daha	çok	sayıda	sevilen
çok	sayıda	sevilen	isim
sayıda	sevilen	isim	kültür
sevilen	isim	kültür	sanat
isim	kültür	sanat	servisi
kültür	sanat	servisi	yaşında
sanat	servisi	yaşında	solunum
servisi	yaşında	solunum	yetmezliği
yaşında	solunum	yetmezliği	nedeniyle
solunum	yetmezliği	nedeniyle	aramızdan
yetmezliği	nedeniyle	aramızdan	ayrılmasıyla
nedeniyle	aramızdan	ayrılmasıyla	sevenlerini
aramızdan	ayrılmasıyla	sevenlerini	ve
ayrılmasıyla	sevenlerini	ve	okuyucularını
sevenlerini	ve	okuyucularını	yasa
ve	okuyucularını	yasa	boğan
okuyucularını	yasa	boğan	koraman
yasa	boğan	koraman	uzun
boğan	koraman	uzun	yıllar
koraman	uzun	yıllar	milliyet
uzun	yıllar	milliyet	gazetesinde
yıllar	milliyet	gazetesinde	çizdi
milliyet	gazetesinde	çizdi	koraman
gazetesinde	çizdi	koraman	ağır
çizdi	koraman	ağır	konuları
koraman	ağır	konuları	ele
ağır	konuları	ele	aldığı
konuları	ele	aldığı	siyasi
ele	aldığı	siyasi	karikatürlerinde
aldığı	siyasi	karikatürlerinde	umutsuzluk
siyasi	karikatürlerinde	umutsuzluk	değil
karikatürlerinde	umutsuzluk	değil	neşeye
umutsuzluk	değil	neşeye	yer
değil	neşeye	yer	vermesi
neşeye	yer	vermesi	ve
yer	vermesi	ve	teknik
vermesi	ve	teknik	hakimiyetiyle
ve	teknik	hakimiyetiyle	kuşağının
teknik	hakimiyetiyle	kuşağının	önde
hakimiyetiyle	kuşağının	önde	gelen
kuşağının	önde	gelen	çizerleri
önde	gelen	çizerleri	arasında
gelen	çizerleri	arasında	özel
çizerleri	arasında	özel	bir
arasında	özel	bir	yere
özel	bir	yere	sahipti
bir	yere	sahipti	etiketler
yere	sahipti	etiketler	bugün
sahipti	etiketler	bugün	bodrum
etiketler	bugün	bodrum	kültür
bugün	bodrum	kültür	sanat
bodrum	kültür	sanat	servisi
kültür	sanat	servisi	ulusoy
sanat	servisi	ulusoy	yazarın
servisi	ulusoy	yazarın	basınköy
ulusoy	yazarın	basınköy	deki
yazarın	basınköy	deki	evinin
basınköy	deki	evinin	müzeye
deki	evinin	müzeye	dönüştürülmesi
evinin	müzeye	dönüştürülmesi	halinde
müzeye	dönüştürülmesi	halinde	destek
dönüştürülmesi	halinde	destek	vermeye
halinde	destek	vermeye	hazır
destek	vermeye	hazır	olduklarını
vermeye	hazır	olduklarını	belirtti
hazır	olduklarını	belirtti	ulusoy
olduklarını	belirtti	ulusoy	yaptığı
belirtti	ulusoy	yaptığı	açıklamada
ulusoy	yaptığı	açıklamada	yaşar
yaptığı	açıklamada	yaşar	kemal
açıklamada	yaşar	kemal	aramızdan
yaşar	kemal	aramızdan	ayrılalı
kemal	aramızdan	ayrılalı	bir
aramızdan	ayrılalı	bir	yıl
ayrılalı	bir	yıl	oldu
bir	yıl	oldu	bir
yıl	oldu	bir	yıl
oldu	bir	yıl	boyunca
bir	yıl	boyunca	uzun
yıl	boyunca	uzun	yıllarını
boyunca	uzun	yıllarını	geçirdiği
uzun	yıllarını	geçirdiği	basınköy
yıllarını	geçirdiği	basınköy	deki
geçirdiği	basınköy	deki	evinin
basınköy	deki	evinin	müzeye
deki	evinin	müzeye	dönüştürülmesi
evinin	müzeye	dönüştürülmesi	hepimizin
müzeye	dönüştürülmesi	hepimizin	görevi
dönüştürülmesi	hepimizin	görevi	olmalıdır
hepimizin	görevi	olmalıdır	diye
görevi	olmalıdır	diye	belirtti
olmalıdır	diye	belirtti	etiketler
diye	belirtti	etiketler	türsab
belirtti	etiketler	türsab	başaran
etiketler	türsab	başaran	ulusoy
türsab	başaran	ulusoy	aybaşında
başaran	ulusoy	aybaşında	ali
ulusoy	aybaşında	ali	sirmen
aybaşında	ali	sirmen	cumhuriyet
ali	sirmen	cumhuriyet	te
sirmen	cumhuriyet	te	tatil
cumhuriyet	te	tatil	izninin
te	tatil	izninin	okurdan
tatil	izninin	okurdan	istendiğini
izninin	okurdan	istendiğini	yazmıştı
okurdan	istendiğini	yazmıştı	bu
istendiğini	yazmıştı	bu	geleneğe
yazmıştı	bu	geleneğe	saygı
bu	geleneğe	saygı	duymakla
geleneğe	saygı	duymakla	birlikte
saygı	duymakla	birlikte	ben
duymakla	birlikte	ben	yazmamak
birlikte	ben	yazmamak	için
ben	yazmamak	için	değil
yazmamak	için	değil	yazmak
için	değil	yazmak	için
değil	yazmak	için	izin
yazmak	için	izin	istiyorum
için	izin	istiyorum	saçma
izin	istiyorum	saçma	gibi
istiyorum	saçma	gibi	görünüyor
saçma	gibi	görünüyor	ama
gibi	görünüyor	ama	bir
görünüyor	ama	bir	süredir
ama	bir	süredir	üzerinde
bir	süredir	üzerinde	çalıştığım
süredir	üzerinde	çalıştığım	yazı
üzerinde	çalıştığım	yazı	dizisini
çalıştığım	yazı	dizisini	bayram
yazı	dizisini	bayram	sonrasına
dizisini	bayram	sonrasına	yetiştirmem
bayram	sonrasına	yetiştirmem	gerekiyor
sonrasına	yetiştirmem	gerekiyor	aslında
yetiştirmem	gerekiyor	aslında	bayramda
gerekiyor	aslında	bayramda	çalıştığımı
aslında	bayramda	çalıştığımı	bayram
bayramda	çalıştığımı	bayram	sonrası
çalıştığımı	bayram	sonrası	kanıtlamak
bayram	sonrası	kanıtlamak	kaydıyla
sonrası	kanıtlamak	kaydıyla	ve
kanıtlamak	kaydıyla	ve	dinlenme
kaydıyla	ve	dinlenme	için
ve	dinlenme	için	izin
dinlenme	için	izin	hakkımı
için	izin	hakkımı	seçim
izin	hakkımı	seçim	sonrası
hakkımı	seçim	sonrası	kullanmak
seçim	sonrası	kullanmak	şartıyla
sonrası	kullanmak	şartıyla	şimdilik
kullanmak	şartıyla	şimdilik	bir
şartıyla	şimdilik	bir	hafta
şimdilik	bir	hafta	izin
bir	hafta	izin	rica
hafta	izin	rica	ediyorum
izin	rica	ediyorum	hepinize
rica	ediyorum	hepinize	şimdiden
ediyorum	hepinize	şimdiden	iyi
hepinize	şimdiden	iyi	bayramlar
şimdiden	iyi	bayramlar	uykusuzluğu
iyi	bayramlar	uykusuzluğu	durdurur
bayramlar	uykusuzluğu	durdurur	soğuk
uykusuzluğu	durdurur	soğuk	algınlığına
durdurur	soğuk	algınlığına	iyi
soğuk	algınlığına	iyi	gelir
algınlığına	iyi	gelir	aybaşı
iyi	gelir	aybaşı	ağrılarını
gelir	aybaşı	ağrılarını	geçirir
aybaşı	ağrılarını	geçirir	mide
ağrılarını	geçirir	mide	bulantısını
geçirir	mide	bulantısını	durdurur
mide	bulantısını	durdurur	midedeki
bulantısını	durdurur	midedeki	aşırı
durdurur	midedeki	aşırı	gazı
midedeki	aşırı	gazı	alır
aşırı	gazı	alır	sağlık
gazı	alır	sağlık	için
alır	sağlık	için	yaprağı
sağlık	için	yaprağı	kaynatılarak
için	yaprağı	kaynatılarak	demlenir
yaprağı	kaynatılarak	demlenir	ve
kaynatılarak	demlenir	ve	çayı
demlenir	ve	çayı	yapılır
ve	çayı	yapılır	kadınların
çayı	yapılır	kadınların	aybaşı
yapılır	kadınların	aybaşı	dönemlerini
kadınların	aybaşı	dönemlerini	düzenler
aybaşı	dönemlerini	düzenler	adet
dönemlerini	düzenler	adet	sancılarını
düzenler	adet	sancılarını	geçirir
adet	sancılarını	geçirir	vajinal
sancılarını	geçirir	vajinal	bir
geçirir	vajinal	bir	çok
vajinal	bir	çok	hastalığı
bir	çok	hastalığı	iyileştirir
çok	hastalığı	iyileştirir	ve
hastalığı	iyileştirir	ve	menopoz
iyileştirir	ve	menopoz	dönemini
ve	menopoz	dönemini	kolaylaştırır
menopoz	dönemini	kolaylaştırır	rahim
dönemini	kolaylaştırır	rahim	kanseri
kolaylaştırır	rahim	kanseri	rahim
rahim	kanseri	rahim	içindeki
kanseri	rahim	içindeki	her
rahim	içindeki	her	ay
içindeki	her	ay	aybaşı
her	ay	aybaşı	kanaması
ay	aybaşı	kanaması	ile
aybaşı	kanaması	ile	dökülen
kanaması	ile	dökülen	kısımdan
ile	dökülen	kısımdan	kaynaklanan
dökülen	kısımdan	kaynaklanan	bir
kısımdan	kaynaklanan	bir	kanserdir
kaynaklanan	bir	kanserdir	aybaşı
bir	kanserdir	aybaşı	kanamalarının
kanserdir	aybaşı	kanamalarının	düzenli
aybaşı	kanamalarının	düzenli	olmasını
kanamalarının	düzenli	olmasını	sağlar
düzenli	olmasını	sağlar	ancak
olmasını	sağlar	ancak	aybaşı
sağlar	ancak	aybaşı	kanamaları
ancak	aybaşı	kanamaları	ve
aybaşı	kanamaları	ve	hamilelik
kanamaları	ve	hamilelik	döneminde
ve	hamilelik	döneminde	kullanılmaz
hamilelik	döneminde	kullanılmaz	aybaşı
döneminde	kullanılmaz	aybaşı	kanamalarının
kullanılmaz	aybaşı	kanamalarının	kolay
aybaşı	kanamalarının	kolay	olmasını
kanamalarının	kolay	olmasını	sağlar
kolay	olmasını	sağlar	aybaşı
olmasını	sağlar	aybaşı	halinin
sağlar	aybaşı	halinin	ağrısız
aybaşı	halinin	ağrısız	ve
halinin	ağrısız	ve	muntazam
ağrısız	ve	muntazam	olmasını
ve	muntazam	olmasını	sağlar
muntazam	olmasını	sağlar	aybaşı
olmasını	sağlar	aybaşı	sancılarını
sağlar	aybaşı	sancılarını	keser
aybaşı	sancılarını	keser	fazla
sancılarını	keser	fazla	aybaşı
keser	fazla	aybaşı	kanamasını
fazla	aybaşı	kanamasını	önler
aybaşı	kanamasını	önler	kadınlar
kanamasını	önler	kadınlar	üremeleri
önler	kadınlar	üremeleri	devam
kadınlar	üremeleri	devam	etmese
üremeleri	devam	etmese	de
devam	etmese	de	devam
etmese	de	devam	eden
de	devam	eden	aybaşı
devam	eden	aybaşı	kanamalarından
eden	aybaşı	kanamalarından	sıcak
aybaşı	kanamalarından	sıcak	basmanın
kanamalarından	sıcak	basmanın	olmamasından
sıcak	basmanın	olmamasından	memnundular
basmanın	olmamasından	memnundular	örneğin
olmamasından	memnundular	örneğin	aybaşında
memnundular	örneğin	aybaşında	olan
örneğin	aybaşında	olan	kadınların
aybaşında	olan	kadınların	terini
olan	kadınların	terini	koklayan
kadınların	terini	koklayan	hemcinslerinin
terini	koklayan	hemcinslerinin	regl
koklayan	hemcinslerinin	regl	günlerinin
hemcinslerinin	regl	günlerinin	değişikliğe
regl	günlerinin	değişikliğe	uğradığı
günlerinin	değişikliğe	uğradığı	saptandı
değişikliğe	uğradığı	saptandı	aybaşında
uğradığı	saptandı	aybaşında	maaşımı
saptandı	aybaşında	maaşımı	aldığım
aybaşında	maaşımı	aldığım	zaman
maaşımı	aldığım	zaman	ev
aldığım	zaman	ev	gereksinimlerimiz
zaman	ev	gereksinimlerimiz	için
ev	gereksinimlerimiz	için	gerekli
gereksinimlerimiz	için	gerekli	parayı
için	gerekli	parayı	eşime
gerekli	parayı	eşime	verirdim
parayı	eşime	verirdim	aybaşından
eşime	verirdim	aybaşından	aybaşına
verirdim	aybaşından	aybaşına	bir
aybaşından	aybaşına	bir	şişe
aybaşına	bir	şişe	rakı
bir	şişe	rakı	alıyorum
şişe	rakı	alıyorum	yasanın
rakı	alıyorum	yasanın	gelir
alıyorum	yasanın	gelir	vergisi
yasanın	gelir	vergisi	kanununda
gelir	vergisi	kanununda	değişiklik
vergisi	kanununda	değişiklik	yapan
kanununda	değişiklik	yapan	maddeleri
değişiklik	yapan	maddeleri	yayımını
yapan	maddeleri	yayımını	izleyen
maddeleri	yayımını	izleyen	aybaşında
yayımını	izleyen	aybaşında	kamu
izleyen	aybaşında	kamu	ihale
aybaşında	kamu	ihale	kanunu
kamu	ihale	kanunu	na
ihale	kanunu	na	ilişkin
kanunu	na	ilişkin	düzenlemeler
na	ilişkin	düzenlemeler	ocak
ilişkin	düzenlemeler	ocak	tarihinde
düzenlemeler	ocak	tarihinde	yürürlüğe
ocak	tarihinde	yürürlüğe	girecek
tarihinde	yürürlüğe	girecek	aybaşı
yürürlüğe	girecek	aybaşı	geldiğinde
girecek	aybaşı	geldiğinde	maaşların
aybaşı	geldiğinde	maaşların	nasıl
geldiğinde	maaşların	nasıl	ödendiğini
maaşların	nasıl	ödendiğini	göreceksiniz
nasıl	ödendiğini	göreceksiniz	sözleriyle
ödendiğini	göreceksiniz	sözleriyle	yanıtladı
göreceksiniz	sözleriyle	yanıtladı	bu
sözleriyle	yanıtladı	bu	durumun
yanıtladı	bu	durumun	ortaya
bu	durumun	ortaya	çıktığı
durumun	ortaya	çıktığı	tarihi
ortaya	çıktığı	tarihi	takip
çıktığı	tarihi	takip	eden
tarihi	takip	eden	aybaşından
takip	eden	aybaşından	itibaren
eden	aybaşından	itibaren	ödemeye
aybaşından	itibaren	ödemeye	son
itibaren	ödemeye	son	verilir
ödemeye	son	verilir	merkez
son	verilir	merkez	hakem
verilir	merkez	hakem	kurulu
merkez	hakem	kurulu	eski
hakem	kurulu	eski	başkanları
kurulu	eski	başkanları	kulüplerde
eski	başkanları	kulüplerde	profesyonel
başkanları	kulüplerde	profesyonel	yönetici
kulüplerde	profesyonel	yönetici	olmaya
profesyonel	yönetici	olmaya	devam
yönetici	olmaya	devam	ediyor
olmaya	devam	ediyor	levent
devam	ediyor	levent	bıçakcı
ediyor	levent	bıçakcı	federasyonunun
levent	bıçakcı	federasyonunun	mhk
bıçakcı	federasyonunun	mhk	başkanı
federasyonunun	mhk	başkanı	ufuk
mhk	başkanı	ufuk	özerten
başkanı	ufuk	özerten	in
ufuk	özerten	in	gençlerbirliği
özerten	in	gençlerbirliği	nde
in	gençlerbirliği	nde	teknik
gençlerbirliği	nde	teknik	işlerden
nde	teknik	işlerden	sorumlu
teknik	işlerden	sorumlu	asbaşkanlığına
işlerden	sorumlu	asbaşkanlığına	getirilmesinden
sorumlu	asbaşkanlığına	getirilmesinden	sonra
asbaşkanlığına	getirilmesinden	sonra	haluk
getirilmesinden	sonra	haluk	ulusoy
sonra	haluk	ulusoy	federasyonunun
haluk	ulusoy	federasyonunun	son
ulusoy	federasyonunun	son	döneminde
federasyonunun	son	döneminde	başkanlığını
son	döneminde	başkanlığını	yapan
döneminde	başkanlığını	yapan	bülent
başkanlığını	yapan	bülent	yavuz
yapan	bülent	yavuz	un
bülent	yavuz	un	da
yavuz	un	da	ankaragücü
un	da	ankaragücü	genel
da	ankaragücü	genel	müdürlüğüne
ankaragücü	genel	müdürlüğüne	atanacağı
genel	müdürlüğüne	atanacağı	bildirildi
müdürlüğüne	atanacağı	bildirildi	yavuz
atanacağı	bildirildi	yavuz	un
bildirildi	yavuz	un	aybaşından
yavuz	un	aybaşından	itibaren
un	aybaşından	itibaren	yeni
aybaşından	itibaren	yeni	görevine
itibaren	yeni	görevine	başlayacağı
yeni	görevine	başlayacağı	ifade
görevine	başlayacağı	ifade	edildi
başlayacağı	ifade	edildi	bronşit
ifade	edildi	bronşit	selülit
edildi	bronşit	selülit	saç
bronşit	selülit	saç	aybaşı
selülit	saç	aybaşı	güneş
saç	aybaşı	güneş	yanması
aybaşı	güneş	yanması	yüksek
güneş	yanması	yüksek	tansiyon
yanması	yüksek	tansiyon	ödem
yüksek	tansiyon	ödem	romatizma
tansiyon	ödem	romatizma	gibi
ödem	romatizma	gibi	rahatsızlıklara
romatizma	gibi	rahatsızlıklara	iyi
gibi	rahatsızlıklara	iyi	gelmektedir
rahatsızlıklara	iyi	gelmektedir	istakoz
iyi	gelmektedir	istakoz	işine
gelmektedir	istakoz	işine	giren
istakoz	işine	giren	sosyetenin
işine	giren	sosyetenin	kamberi
giren	sosyetenin	kamberi	sema
sosyetenin	kamberi	sema	çelebi
kamberi	sema	çelebi	aybaşında
sema	çelebi	aybaşında	iş
çelebi	aybaşında	iş	görüşmeleri
aybaşında	iş	görüşmeleri	için
iş	görüşmeleri	için	amerika
görüşmeleri	için	amerika	ya
için	amerika	ya	gitmiş
amerika	ya	gitmiş	vergi
ya	gitmiş	vergi	barışı
gitmiş	vergi	barışı	kanunu
vergi	barışı	kanunu	ndan
barışı	kanunu	ndan	yararlanmak
kanunu	ndan	yararlanmak	isteyenlerin
ndan	yararlanmak	isteyenlerin	aybaşında
yararlanmak	isteyenlerin	aybaşında	başlayan
isteyenlerin	aybaşında	başlayan	başvuru
aybaşında	başlayan	başvuru	ve
başlayan	başvuru	ve	vergi
başvuru	ve	vergi	borcunun
ve	vergi	borcunun	ilk
vergi	borcunun	ilk	taksidini
borcunun	ilk	taksidini	yatırma
ilk	taksidini	yatırma	süresi
taksidini	yatırma	süresi	mart
yatırma	süresi	mart	pazartesi
süresi	mart	pazartesi	günü
mart	pazartesi	günü	mesai
pazartesi	günü	mesai	saati
günü	mesai	saati	bitiminde
mesai	saati	bitiminde	sona
saati	bitiminde	sona	erecek
bitiminde	sona	erecek	bu
sona	erecek	bu	yüzdendir
erecek	bu	yüzdendir	ki
bu	yüzdendir	ki	ilimsiz
yüzdendir	ki	ilimsiz	kerâmet
ki	ilimsiz	kerâmet	açığa
ilimsiz	kerâmet	açığa	çıkarmak
kerâmet	açığa	çıkarmak	bütün
açığa	çıkarmak	bütün	evliyaullah
çıkarmak	bütün	evliyaullah	nazarında
bütün	evliyaullah	nazarında	aybaşı
evliyaullah	nazarında	aybaşı	gören
nazarında	aybaşı	gören	kadının
aybaşı	gören	kadının	kanı
gören	kadının	kanı	olarak
kadının	kanı	olarak	nitelendirilmiştir
kanı	olarak	nitelendirilmiştir	gerçekten
olarak	nitelendirilmiştir	gerçekten	de
nitelendirilmiştir	gerçekten	de	kadınların
gerçekten	de	kadınların	ritmik
de	kadınların	ritmik	aybaşı
kadınların	ritmik	aybaşı	kanamaları
ritmik	aybaşı	kanamaları	olarak
aybaşı	kanamaları	olarak	isimlendirdikleri
kanamaları	olarak	isimlendirdikleri	vajinadan
olarak	isimlendirdikleri	vajinadan	gelen
isimlendirdikleri	vajinadan	gelen	kanamalar
vajinadan	gelen	kanamalar	bebeği
gelen	kanamalar	bebeği	içinde
kanamalar	bebeği	içinde	taşıyacak
bebeği	içinde	taşıyacak	rahim
içinde	taşıyacak	rahim	iç
taşıyacak	rahim	iç	zarının
rahim	iç	zarının	hormonlar
iç	zarının	hormonlar	etkisiyle
zarının	hormonlar	etkisiyle	her
hormonlar	etkisiyle	her	ay
etkisiyle	her	ay	kalınlaşması
her	ay	kalınlaşması	ancak
ay	kalınlaşması	ancak	gebelik
kalınlaşması	ancak	gebelik	olmadığında
ancak	gebelik	olmadığında	artık
gebelik	olmadığında	artık	beslenmesine
olmadığında	artık	beslenmesine	gerek
artık	beslenmesine	gerek	kalmadığında
beslenmesine	gerek	kalmadığında	dışarı
gerek	kalmadığında	dışarı	atılmasıdır
kalmadığında	dışarı	atılmasıdır	kabakulak
dışarı	atılmasıdır	kabakulak	otu
atılmasıdır	kabakulak	otu	adı
kabakulak	otu	adı	altında
otu	adı	altında	idrar
adı	altında	idrar	artırıcı
altında	idrar	artırıcı	ve
idrar	artırıcı	ve	aybaşı
artırıcı	ve	aybaşı	kanamalarını
ve	aybaşı	kanamalarını	düzenlemek
aybaşı	kanamalarını	düzenlemek	üzere
kanamalarını	düzenlemek	üzere	önerilen
düzenlemek	üzere	önerilen	bitkinin
üzere	önerilen	bitkinin	latince
önerilen	bitkinin	latince	karşılığını
bitkinin	latince	karşılığını	gördüğümde
latince	karşılığını	gördüğümde	endişelendim
karşılığını	gördüğümde	endişelendim	o
gördüğümde	endişelendim	o	aybaşı
endişelendim	o	aybaşı	aylığından
o	aybaşı	aylığından	pudra
aybaşı	aylığından	pudra	aldı
aylığından	pudra	aldı	kendine
pudra	aldı	kendine	bir
aldı	kendine	bir	çift
kendine	bir	çift	uzun
bir	çift	uzun	çorap
çift	uzun	çorap	topuklu
uzun	çorap	topuklu	ayakkabı
çorap	topuklu	ayakkabı	pudrayı
topuklu	ayakkabı	pudrayı	sürüp
ayakkabı	pudrayı	sürüp	sürüp
pudrayı	sürüp	sürüp	aynada
sürüp	sürüp	aynada	baktı
sürüp	aynada	baktı	yüzüne
aynada	baktı	yüzüne	ve
baktı	yüzüne	ve	o
yüzüne	ve	o	hafta
ve	o	hafta	sonu
o	hafta	sonu	eve
hafta	sonu	eve	biraz
sonu	eve	biraz	daha
eve	biraz	daha	geç
biraz	daha	geç	geldi
daha	geç	geldi	bir
geç	geldi	bir	emeklinin
geldi	bir	emeklinin	oğluyum
bir	emeklinin	oğluyum	adım
emeklinin	oğluyum	adım	niyazi
oğluyum	adım	niyazi	jön
adım	niyazi	jön	niyazi
niyazi	jön	niyazi	de
jön	niyazi	de	derler
niyazi	de	derler	dostlar
de	derler	dostlar	sağolsun
derler	dostlar	sağolsun	lise
dostlar	sağolsun	lise	sondan
sağolsun	lise	sondan	terk
lise	sondan	terk	okul
sondan	terk	okul	durumu
terk	okul	durumu	fabrikada
okul	durumu	fabrikada	muhasebeye
durumu	fabrikada	muhasebeye	takılıyorum
fabrikada	muhasebeye	takılıyorum	peder
muhasebeye	takılıyorum	peder	sağolsun
takılıyorum	peder	sağolsun	levazımcıydı
peder	sağolsun	levazımcıydı	çok
sağolsun	levazımcıydı	çok	dostları
levazımcıydı	çok	dostları	vardı
çok	dostları	vardı	o
dostları	vardı	o	zamanlardan
vardı	o	zamanlardan	eskiden
o	zamanlardan	eskiden	yağ
zamanlardan	eskiden	yağ	tüccarıymış
eskiden	yağ	tüccarıymış	şimdiki
yağ	tüccarıymış	şimdiki	patron
tüccarıymış	şimdiki	patron	babamın
şimdiki	patron	babamın	dostuymuş
patron	babamın	dostuymuş	o
babamın	dostuymuş	o	zamanlardan
dostuymuş	o	zamanlardan	bu
o	zamanlardan	bu	personelin
zamanlardan	bu	personelin	emekli
bu	personelin	emekli	keseneğine
personelin	emekli	keseneğine	esas
emekli	keseneğine	esas	aylığı
keseneğine	esas	aylığı	iştirakçi
esas	aylığı	iştirakçi	olduğu
aylığı	iştirakçi	olduğu	tarihi
iştirakçi	olduğu	tarihi	izleyen
olduğu	tarihi	izleyen	aybaşı
tarihi	izleyen	aybaşı	olan
izleyen	aybaşı	olan	tarihi
aybaşı	olan	tarihi	itibariyle
olan	tarihi	itibariyle	yaşının
tarihi	itibariyle	yaşının	dolumundan
itibariyle	yaşının	dolumundan	sonra
yaşının	dolumundan	sonra	tarihleri
dolumundan	sonra	tarihleri	arasındaki
sonra	tarihleri	arasındaki	sigortalı
tarihleri	arasındaki	sigortalı	olarak
arasındaki	sigortalı	olarak	geçen
sigortalı	olarak	geçen	yıl
olarak	geçen	yıl	ay
geçen	yıl	ay	gün
yıl	ay	gün	tarihleri
ay	gün	tarihleri	arasında
gün	tarihleri	arasında	aday
tarihleri	arasında	aday	memur
arasında	aday	memur	olarak
aday	memur	olarak	geçen
memur	olarak	geçen	gün
olarak	geçen	gün	olmak
geçen	gün	olmak	üzere
gün	olmak	üzere	toplam
olmak	üzere	toplam	yıl
üzere	toplam	yıl	ay
toplam	yıl	ay	günlük
yıl	ay	günlük	hizmeti
ay	günlük	hizmeti	değerlendirilmeye
günlük	hizmeti	değerlendirilmeye	tabi
